type,id,question,A,B,C,D,correct,image,acceptedAnswers,image1,answer1,image2,answer2,image3,answer3,image4,answer4
mcq,278,"Zgodnie z ustawą o ochronie informacji niejawnych, przepisy ustawy nie mają zastosowania do?","informacji niejawnych obcych państw i organizacji międzynarodowych, jeśli inaczej stanowią umowy międzynarodowe",wyłącznie informacji jawnych przetwarzanych w jednostkach wojskowych,wszystkich dokumentów wytwarzanych przez administrację publiczną,informacji przekazywanych ustnie między żołnierzami,A,,,,,,,,,,
mcq,279,"Zgodnie z ustawą o ochronie informacji niejawnych, w stosunkach międzynarodowych funkcję krajowej władzy bezpieczeństwa pełni?",Szef ABW,Minister Obrony Narodowej,Szef BBN,Prezydent Rzeczypospolitej Polskiej,A,,,,,,,,,,
mcq,280,Klauzulę tajności dokumentu lub oznaczenia innego niż dokument materiału nadaje?,Kierownik kancelarii tajnej w jednostce organizacyjnej,Pełnomocnik ds. ochrony informacji niejawnych w danej jednostce organizacyjnej,"Osoba, która jest upoważniona do podpisania dokumentu lub oznaczenia innego niż dokument materiału",,C,,,,,,,,,,
mcq,281,"Za ochronę informacji niejawnych w jednostce organizacyjnej, w której są przetwarzane informacje niejawne odpowiada?",kierownik jednostki organizacyjnej,Pełnomocnik ds. ochrony informacji niejawnych,Kierownik kancelarii tajnej w danej jednostce organizacyjnej,,A,,,,,,,,,,
mcq,282,Dopuszczenie do pracy lub pełnienia służby na stanowiskach albo zlecenie prac związanych z dostępem danej osoby do informacji niejawnych o klauzuli ZASTRZEŻONE może nastąpić po?,przeprowadzeniu zwykłego postępowania sprawdzającego na polecenie kierownika jednostki organizacyjnej oraz odbyciu szkolenia w zakresie ochrony informacji niejawnych,"pisemnym upoważnieniu przez kierownika jednostki organizacyjnej, jeżeli nie posiada ona poświadczenia bezpieczeństwa oraz odbyciu szkolenia w zakresie ochrony informacji niejawnych",przeprowadzeniu poszerzonego postępowania sprawdzającego na polecenie kierownika jednostki organizacyjnej oraz odbyciu szkolenia w zakresie ochrony informacji niejawnych,Do klauzuli ZASTRZEŻONE nie musi mieć,B,,,,,,,,,,
mcq,283,Wniosek o przeprowadzenie kolejnego postępowania sprawdzającego wraz z ankietą bezpieczeństwa powinien zostać złożony przed upływem terminu ważności poświadczenia bezpieczeństwa na?,3 miesiące,6 miesięcy,1 miesiąc,,B,,,,,,,,,,
mcq,284,"Kierownik jednostki organizacyjnej ma obowiązek utworzyć Kancelarię Tajną w jednostce, w której przetwarzane są informacje?",tajne i ściśle tajne,poufne,poufne i zastrzeżone,,A,,,,,,,,,,
mcq,285,ABW lub SKW udziela akredytacji bezpieczeństwa teleinformatycznego dla systemu teleinformatycznego przeznaczonego do przetwarzania informacji niejawnych o klauzuli?,wszystkich systemów niejawnych,zastrzeżone,poufne lub wyższej,tajne lub wyżej,C,,,,,,,,,,
mcq,286,"Wybierz prawidłowe, polskie odpowiedniki klauzul tajności obowiązujące w NATO i Unii Europejskiej.",NATO RESTRICTED / EU RESTRICTED – POUFNE; NATO CONFIDENTIAL / EU CONFIDENTIAL – ŚCIŚLE TAJNE; NATO SECRET / EU SECRET – ZASTRZEŻONE; TOP SECRET / EU TOP SECRET – TAJNE,NATO RESTRICTED / EU RESTRICTED – ŚCIŚLE TAJNE; NATO CONFIDENTIAL / EU CONFIDENTIAL – TAJNE; NATO SECRET / EU SECRET – POUFNE; TOP SECRET / EU TOP SECRET – ZASTRZEŻONE,NATO RESTRICTED / EU RESTRICTED – TAJNE; NATO CONFIDENTIAL / EU CONFIDENTIAL – ZASTRZEŻONE; NATO SECRET / EU SECRET – ŚCIŚLE TAJNE; TOP SECRET / EU TOP SECRET – POUFNE,NATO RESTRICTED / EU RESTRICTED – ZASTRZEŻONE; NATO CONFIDENTIAL / EU CONFIDENTIAL – POUFNE; NATO SECRET / EU SECRET – TAJNE; TOP SECRET / EU TOP SECRET – ŚCIŚLE TAJNE,D,,,,,,,,,,
mcq,287,Zestawienie zadań mobilizacyjnych obejmuje?,"czas mobilizacji, numer mobilizacyjny jednostki wojskowej, rozwijane elementy bazy mobilizacyjnej","czas mobilizacji, numer etatu, podporządkowanie","czas mobilizacji, numer mobilizacyjny jednostki wojskowej, wielkość etatowych potrzeb mobilizacyjnych",,B,,,,,,,,,,
mcq,288,Siły Wysokiej Gotowości obejmują następującą liczbę kategorii gotowości?,6,8,9,,B,,,,,,,,,,
mcq,289,Gotowość do przyjęcia Sojuszniczych Sił Wzmocnienia utrzymuje się najwcześniej w?,Stałej Gotowości bojowej SZ RP,Podwyższonej Gotowości bojowej SZ RP,Pełnej Gotowości bojowej SZ RP,,A,,,,,,,,,,
mcq,290,Strukturę etatowych potrzeb mobilizacyjnych tworzą?,"uzupełnienie zasadnicze, mobilizacyjne uzupełnienie wakatów oraz mobilizacyjne uzupełnienie żołnierzy NSR",uzupełnienie zasadnicze z uwzględnieniem wydzielanych i otrzymanych zalążków,grupa zabezpieczenia ukompletowania z uwzględnieniem wydzielanych i otrzymanych zalążków,,B,,,,,,,,,,
mcq,291,"Jednostki wojskowe o czasie mobilizacji M-3, uzupełnienie żołnierzy rezerwy w ramach uzupełnienia zasadniczego realizują w?",pierwszej dobie mobilizacyjnego rozwinięcia,drugiej dobie mobilizacyjnego rozwinięcia,trzeciej dobie mobilizacyjnego rozwinięcia,,B,,,,,,,,,,
mcq,292,"Dyżurna Służba Operacyjna związku taktycznego, skrzydło, jest zaszeregowana do ośrodka alarmowania?",grupa 2,grupa 3,grupa 5,grupa 1,A,,,,,,,,,,
mcq,293,Struktura ponadetatowych potrzeb mobilizacyjnych obejmuje?,"uzupełnienie zasadnicze, grupę zabezpieczenia ukompletowania","mobilizacyjne uzupełnienie wakatów, grupę zabezpieczenia ukompletowania",grupę zabezpieczenia ukompletowania,,C,,,,,,,,,,
mcq,294,Decyzję do wprowadzenia określonego stanu gotowości bojowej w SZ RP wydaje?,Prezydent RP,Szef Sztabu Generalnego WP,Minister Obrony Narodowej,,C,,,,,,,,,,
mcq,295,"Zasadniczy tryb powołania uzupełnień mobilizacyjnych, dotyczących JW ukompletowanej stanem osobowym poniżej 90%, realizowany jest siłami?",AK JW,AK TOAW,AK AP,,C,,,,,,,,,,
mcq,296,Dyżury bojowe i ratownicze w SZ RP pełni się w?,Podwyższonej Gotowości bojowej SZ RP,Pełnej Gotowości bojowej SZ RP,w każdym stanie gotowości bojowej,,C,,,,,,,,,,
mcq,297,Jakie stany gotowości bojowej obowiązują w siłach zbrojnych?,"stała gotowość bojowa, pełna gotowość bojowa","stała gotowość bojowa, podwyższona gotowość bojowa, pełna gotowość bojowa","stała gotowość bojowa, podwyższona gotowość bojowa, wzmożona gotowość bojowa, pełna gotowość bojowa",,A,,,,,,,,,,
mcq,298,Co oznacza litera Z?,czas osiągnięcia gotowości do podjęcia działań,czas osiągania gotowości do podjęcia działań,termin osiągnięcia gotowości do podjęcia działań,,B,,,,,,,,,,
mcq,299,Zapasy zgromadzone w siłach zbrojnych dzielą się na:,zapasy użytku bieżącego oraz zapasy wojenne,"zapasy taktyczne, zapasy operacyjne, zapasy strategiczne","zapasy użytku bieżącego, zapasy operacyjne, zapasy strategiczne",,A,,,,,,,,,,
mcq,300,"Zadania mobilizacyjne JW istniejącej w czasie P, która ma funkcjonować także w czasie W dotyczą:",uzupełnienia potrzeb mobilizacyjnych,sformowania,"sformowania, rozformowania",,A,,,,,,,,,,
mcq,301,Rozkaz Dowódcy JW w sprawie gotowości mobilizacyjnej i bojowej opracowuje:,Szef Sztabu JW,Zespół wyznaczony rozkazem Dowódcy JW,Szef Sekcji Operacyjnej JW,,B,,,,,,,,,,
mcq,302,Nabój pistoletowy składa się z?,"Łuska, pocisk, spłonka, kowadełko, otwory zapałowe, ładunek prochowy","Rdzeń stalowy, spłonka, kryza, dno","Ładunek prochowy, szyjka łuski, stożek przejściowy",,A,,,,,,,,,,
mcq,303,Rodzaj ładunku kruszącego w granacie F-1?,Nitrogliceryna,Trotyl,Heksogen,,B,,,,,,,,,,
mcq,304,Waga ładunku kruszącego w granacie RG-42?,60g,220g,120g,,C,,,,,,,,,,
mcq,305,Czas zwłoki zapalnika UZRGM?,"3,2 – 4s","3,4 – 4,2s","3,0 – 4,5s",,A,,,,,,,,,,
mcq,306,Ile wynosi jednostka ognia w pistolecie P-83?,8szt.,16szt.,14szt.,,B,,,,,,,,,,
mcq,307,Co oznacza skrót UZRGM?,Uzbrojony Zapalnik Ręcznych Granatów Miotających,Uzbrojony Zapalnik Ręcznych Granatów Modernizowany,Uniwersalny Zapalnik Ręcznych Granatów Modernizowany,,C,,,,,,,,,,
mcq,308,Jaką stosuje się amunicję w pistolecie P-83?,9 x 18mm Makarow,9 x 19 mm Parabellum,9 x 20 mm Wanad,,A,,,,,,,,,,
mcq,309,Długość lufy pistoletu Vis 100 wynosi?,110mm,120mm,125mm,,A,,,,,,,,,,
mcq,310,Pojemność magazynka pistoletu Vis 100 wynosi?,15szt. lub 17szt. w zależności od rodzaju magazynka,16szt.,17szt.,,A,,,,,,,,,,
mcq,311,Jaki jest kaliber Karabinka GROT?,"5,56 mm oraz 7,62 mm, wymienna lufa","Tylko 5,56 mm","5,56 mm oraz 9x18 Makarow",,A,,,,,,,,,,
mcq,312,Kogo wyznacza się do przestrzeliwania karabinu wyborowego?,Najlepszego strzelca pododdziału,"Żołnierza, któremu broń została przydzielona",Szefa pododdziału,,B,,,,,,,,,,
mcq,313,Od czego zależy tor lotu pocisku?,Masy i kalibru pocisku,Kąta nachylenia i prędkości początkowej pocisku,Kalibru i prędkości początkowej pocisku,,B,,,,,,,,,,
mcq,314,Kto odpowiada za przestrzeganie zasad i warunków bezpieczeństwa podczas zajęć ze szkolenia strzeleckiego oraz rzutu granatem ręcznym?,Kierownik strzelania,Każdy żołnierz,Wyznaczeni obserwatorzy,,B,,,,,,,,,,
mcq,315,Cztery zasady bezpiecznego posługiwania się z bronią to?,"B – broń, L – lufa, O – oko, S – spust","B – broń, L – luneta, O – oko, S – spust","B – broń, L – lufa, O – otoczenie, S – spust",,C,,,,,,,,,,
mcq,316,Co oznacza skrót PSBS?,Podstawowe Strzelania z Broni Strzeleckiej,Program Szkolenia z Broni Strzeleckiej,Program Strzelań z Broni Strzeleckiej,,C,,,,,,,,,,
mcq,317,Czy zapalniki UZRGM oraz granaty F1 i RG-42 mogą być przewożone razem w jednej skrzyni transportowej?,Nie,Tak,nie ma znaczenia,,A,,,,,,,,,,
mcq,318,Co musi żołnierz strzelający mieć założone/ubrane po sygnale-komendzie „uwaga strzelanie”?,Ochronniki słuchu i okulary ochronne,pas taktyczny,okulary ochronne,,A,,,,,,,,,,
mcq,319,"Jakiego koloru musi być wywieszona chorągiew, a w nocy zapalone światło, aby móc strzelać?","Czerwona chorągiew, a w nocy zapalone czerwone światło","biała chorągiew, a w nocy zapalone białe światło","zielona chorągiew, a w nocy zapalone zielone światło",,A,,,,,,,,,,
mcq,320,Ile wynosi promień rażenia granatu F1?,do 200m,do 1000m,do 45m,,A,,,,,,,,,,
mcq,321,Radiostacja składa się z?,"nadajnika, odbiornika, anteny","nadajnika, odbiornika, anteny, obsługi",nadajnika i odbiornika pracujących na różnych pasmach częstotliwości,,A,,,,,,,,,,
mcq,322,Czy łączność przewodowa jest podstawowym rodzajem łączności w pododdziale?,Nie jest. Podstawowym rodzajem łączności jest łączność radiowa,Jest,Nie jest. Podstawowym rodzajem łączności jest łączność satelitarna,,B,,,,,,,,,,
mcq,323,Kiedy łączność radiową uznajemy za nawiązaną?,"kiedy występuje wywołanie, odpowiedź na wywołanie i potwierdzenie uzyskanej odpowiedzi","kiedy występuje wywołanie, odpowiedź na wywołanie i potwierdzenie uzyskanej odpowiedzi z podaniem słyszalności","kiedy występuje wywołanie, odpowiedź na wywołanie",,A,,,,,,,,,,
mcq,324,Sieć radiowa to?,praca trzech korespondentów,praca co najmniej trzech korespondentów,praca dwóch korespondentów,praca dowolnej liczby korespondentów,B,,,,,,,,,,
mcq,325,W radiostacji R-3501 stosuje się anteny?,"antena taśmowa 0,9 m lub antena krótka 0,45 m, anteny: długa, średnia i krótka",wyłącznie antena satelitarna kierunkowa,wyłącznie antena przewodowa rozwijana na ziemi,antena radarowa dalekiego zasięgu,A,,,,,,,,,,
mcq,326,Jakie zjawisko jest wykorzystywane w dalekosiężnej łączności w paśmie HF?,odbicie fali przestrzennej od jonosfery,odbicie fali przestrzennej od troposfery,minimalne tłumienie fali przyziemnej,,A,,,,,,,,,,
mcq,327,Czułość odbiornika radiokomunikacyjnego jest określana w?,miliwatach,mikrowoltach,miliamperach,,B,,,,,,,,,,
mcq,328,Istota łączności simpleksowej polega na?,jednoczesnym nadawaniu i odbiorze na różnych częstotliwościach,pracy na nadawanie tylko jednego korespondenta w danym czasie na jednej częstotliwości,"nadawaniu na jednej, a odbiorze korespondencji na innej częstotliwości",pracy na nadawanie wszystkich jednocześnie na jednej częstotliwości,B,,,,,,,,,,
mcq,329,Od czego zależy zasięg łączności radiowej VHF?,"od przydzielonej częstotliwości, pory doby i warunków propagacji","od optycznej widzialności anten, mocy nadajnika, czułości odbiornika, warunków propagacji",od typu posiadanej radiostacji,,B,,,,,,,,,,
mcq,330,Zaletą łączności przewodowej jest?,odporność na oddziaływanie przeciwnika,szybkość nawiązania połączenia,"dobra jakość łączności, naturalna skrytość",szybkość budowy linii telefonicznych,C,,,,,,,,,,
mcq,331,Kto jest przełożonym wszystkich żołnierzy?,"Prezydent RP, Minister Obrony Narodowej, Marszałek Sejmu","Prezydent RP, Prezes Rady Ministrów i Minister Obrony Narodowej",Prezydent RP i Minister Obrony Narodowej,,B,,,,,,,,,,
mcq,332,Komu Dyżurny pododdziału melduje fakt zdania i objęcia służby?,dowódcy pododdziału i oficerowi dyżurnemu jednostki lub instytucji wojskowej,bezpośredniemu przełożonemu,oficerowi dyżurnemu jednostki lub instytucji wojskowej,,A,,,,,,,,,,
mcq,333,Wskaż poprawną formę meldunku podczas pełnienia służby dyżurnej – w czasie pierwszego przybycia przełożonego w danym dniu?,"Kompania, Baczność! Panie stopień wojskowy przełożonego, dyżurny Kompanii nazwa kompanii szer. Nowak, melduje kompanię podczas realizacji porządku dnia. W czasie pełnienia służby nic ważnego nie wydarzyło się albo melduje, co się wydarzyło","Drużyna, Baczność! Panie stopień wojskowy przełożonego, melduje kompanię podczas realizacji porządku dnia. W czasie pełnienia służby nic ważnego nie wydarzyło się albo melduje, co się wydarzyło","Kompania, Baczność! Panie stopień wojskowy przełożonego, dyżurny Kompanii nazwa kompanii szer. Nowak, melduje kompanię w czasie realizacji porządku dnia. Podczas pełnienia służby nic ważnego nie wydarzyło się albo melduje, co się wydarzyło",,A,,,,,,,,,,
mcq,334,Meldunku nie składa się w czasie?,W czasie kolejnego przybycia przełożonego w danym dniu podczas pełnienia służby dyżurnej,W czasie witania osób przez kompanię honorową,Po przybyciu do przełożonego - o celu przybycia,,A,,,,,,,,,,
mcq,335,"W wąskim przejściu w przypadku braku możliwości swobodnego minięcia się dwóch osób żołnierz, który zauważy zbliżającego się przełożonego lub wyższego stopniem wojskowym, podaje dla innych żołnierzy komendę?","Żołnierz, który zauważy zbliżającego się przełożonego podaje dla innych żołnierzy komendę PRZEJŚCIE. Żołnierze ustawiają się w sposób umożliwiający swobodne przejście przełożonemu i oddają honory","Żołnierz, który zauważy zbliżającego się przełożonego lub wyższego stopniem wojskowym, podaje dla innych żołnierzy komendę PRZEJŚCIE. Żołnierze ustawiają się w sposób umożliwiający swobodne przejście przełożonemu lub wyższemu stopniem wojskowym i oddają honory",Żołnierze samoczynnie ustawiają się w sposób umożliwiający swobodne przejście przełożonemu i oddają honory,,B,,,,,,,,,,
mcq,336,Jaka jest dozwolona długość paznokci?,Długość paznokci nie może wykraczać 2 mm poza opuszki palców,Długość paznokci nie może wykraczać 5 mm poza opuszki palców,Długość paznokci nie może wykraczać 10 mm poza opuszki palców,,A,,,,,,,,,,
mcq,337,Kto jest organizatorem apelu na szczeblu kompanii?,szef pododdziału lub wyznaczony żołnierz,dowódca pododdziału,bezpośredni przełożony,,A,,,,,,,,,,
mcq,338,"Jaki jest maksymalny czas przepustki jednorazowej, którą może wydać dowódca plutonu?",24h,48h,14h,,A,,,,,,,,,,
mcq,339,Posterunki wartownicze dzieli się na?,"stałe i ruchome; zewnętrzne i wewnętrzne; całodobowe, okresowe i doraźne","mobilne i stałe, okresowe, tymczasowe",żadna odpowiedź nie jest prawidłowa,,A,,,,,,,,,,
mcq,340,Za ochronę informacji niejawnych odpowiada?,"za ochronę informacji niejawnych odpowiada przede wszystkim Dowódca JW, a bezpośrednio podległy mu pełnomocnik do spraw ochrony informacji niejawnych, Szef SOIN, który jest odpowiedzialny za zapewnienie przestrzegania przepisów w tym zakresie",za ochronę informacji niejawnych odpowiada każdy żołnierz,za ochronę informacji niejawnych odpowiada pełnomocnik do spraw ochrony informacji niejawnych,,A,,,,,,,,,,
mcq,341,Z czego składa się Komenda podczas zajęć z Musztry?,z zapowiedzi i hasła,z komendy,z rozkazu i hasła,,A,,,,,,,,,,
mcq,342,Długość kroku defiladowego to?,60-80 cm,70-80 cm,60-70 cm,,A,,,,,,,,,,
mcq,343,Długość kroku zwykłego to?,60-70 cm,70-80 cm,60-80 cm,,A,,,,,,,,,,
mcq,344,Tempo kroku defiladowego to?,112-116 kroków na minutę,114-118 kroków na minutę,116-120 kroków na minutę,,A,,,,,,,,,,
mcq,345,W ugrupowaniu rozwiniętym pluton występuje w następujących szykach?,"Szereg, dwuszereg","Szereg, dwuszereg, trójszereg","Rząd, kolumna dwójkowa, kolumna trójkowa",,B,,,,,,,,,,
mcq,346,W ugrupowaniu marszowym pluton występuje w następujących szykach?,"w rzędzie, w kolumnie dwójkowej, w kolumnie trójkowej i w kolumnie czwórkowej","w kolumnie dwójkowej, w kolumnie trójkowej, w kolumnie czwórkowej","w rzędzie, w kolumnie dwójkowej, w kolumnie czwórkowej",,A,,,,,,,,,,
mcq,347,W ugrupowaniu rozwiniętym drużyna występuje w następujących szykach?,w szeregu i dwuszeregu,w dwuszeregu,"w rzędzie, w kolumnie dwójkowej",,A,,,,,,,,,,
mcq,348,W ugrupowaniu marszowym drużyna występuje w następujących szykach?,w rzędzie i w kolumnie dwójkowej,w szeregu i dwuszeregu,w kolumnie dwójkowej,,A,,,,,,,,,,
mcq,349,Na czym polega odstępowanie?,zwiększanie odstępów między żołnierzami lub pododdziałami o liczbę kroków podaną w komendzie,zwiększanie odległości między skrzydłami szyku,żadna odpowiedź nie jest prawidłowa,,A,,,,,,,,,,
mcq,350,Z dwuszeregu w kolumnę czwórkową z postawy zasadniczej przechodzi się na komendę?,"W czwórki, w prawo - ZWROT","Czwórki, prawo – ZWROT",W prawo – ZWROT,,A,,,,,,,,,,
mcq,351,Kto decyduje o udziale wojskowej asysty honorowej w uroczystościach państwowych?,Minister Obrony Narodowej,dowódca jednostki,Prezydent RP,,A,,,,,,,,,,
mcq,352,Kto odpowiada za organizację i przebieg uroczystości z udziałem wojskowej asysty honorowej?,Jej organizator,dowódca kompanii honorowej,dowódca wojskowej asysty honorowej,,A,,,,,,,,,,
mcq,353,"Jeżeli formuła uroczystości przewiduje składanie wieńców lub wiązanek, jaki sygnał bądź sygnały powinny zostać odegrane lub odtworzone?","Sygnał Śpij, Kolego, a w niektórych przypadkach również sygnał Cisza",Hymn Państwowy i Marsz Generalski,Sygnał Prezydencki i Pieśń Reprezentacyjna Wojska Polskiego,Gaudeamus Igitur i Hasło WP,A,,,,,,,,,,
mcq,354,Które wyszczególnione uroczystości należą do uroczystości państwowych?,Święto Narodowe Trzeciego Maja oraz Narodowe Święto Niepodległości,Święto Wojska Polskiego oraz Dzień Sybiraka,Święto jednostki wojskowej oraz promocja oficerska,Dzień Flagi Rzeczypospolitej Polskiej oraz ślubowanie klas mundurowych,A,,,,,,,,,,
mcq,355,Które wyszczególnione uroczystości należą do uroczystości wojskowych?,"Narodowy Dzień Pamięci Powstania Warszawskiego, Święto Wojska Polskiego, Dzień Pamięci Ofiar Zbrodni Katyńskiej, Narodowy Dzień Zwycięstwa, Narodowy Dzień Pamięci Żołnierzy Wyklętych, Dzień Sybiraka, Dzień Flagi Rzeczypospolitej Polskiej",Wyłącznie Święto Narodowe Trzeciego Maja i Narodowe Święto Niepodległości,Wyłącznie uroczystości organizowane przez szkoły i uczelnie cywilne,Wyłącznie uroczystości rodzinne żołnierzy zawodowych,A,,,,,,,,,,
mcq,356,Co jest odgrywane lub odtwarzane podczas podchodzenia do składania meldunku oraz przeglądu pododdziałów?,"Podczas podchodzenia do składania meldunku sygnał Słuchajcie wszyscy, a podczas przeglądu pododdziałów Marsz generalski","Podczas podchodzenia do składania meldunku Hymn Państwowy, a podczas przeglądu pododdziałów Rota","Podczas podchodzenia do składania meldunku Sygnał Prezydencki, a podczas przeglądu pododdziałów Gaudeamus Igitur","Podczas podchodzenia do składania meldunku Pieśń Reprezentacyjna Wojska Polskiego, a podczas przeglądu pododdziałów Hasło WP",A,,,,,,,,,,
mcq,357,"Czy w uroczystościach z udziałem wojskowej asysty honorowej mogą brać udział wojskowe sztandary historyczne, sztandary organizacji pozarządowych, uczelni, szkół itp.?",Tak,"Tak, ale tylko na wniosek do wyższego przełożonego",Nie,,A,,,,,,,,,,
mcq,358,Czy w uroczystościach z udziałem wojskowej asysty honorowej umundurowani funkcjonariusze innych ministerstw i służb oraz członkowie organizacji pozarządowych mogą razem z żołnierzami pełnić wartę na posterunkach honorowych?,Tak,"Tak, ale tylko na wniosek do wyższego przełożonego",Nie,,A,,,,,,,,,,
mcq,359,"Co należy odegrać na zakończenie uroczystości, której organizatorem jest WP?",Pieśń Reprezentacyjną Wojska Polskiego,Hasło WP,Sygnał Prezydencki,Gaudeamus Igitur,A,,,,,,,,,,
mcq,360,Co należy odegrać podczas podnoszenia na maszt proporca Prezydenta RP?,Sygnał Prezydencki,Hymn Państwowy,Marsz Prezydencki,,A,,,,,,,,,,
mcq,361,Co to jest działalność szkoleniowo-metodyczna?,"Zespołem przedsięwzięć organizacyjnych i szkoleniowych, umożliwiających dowódcom wszystkich szczebli nabycie wiedzy oraz praktycznych umiejętności metodycznych w zakresie prowadzenia szkolenia wojskowego","Podstawowa forma szkolenia bojowego wojsk w szkoleniu indywidualnym, sekcji, drużyny, załogi oraz plutonu równorzędnych",Reguły organizowania i prezentowania treści szkolenia lub kształcenia,,A,,,,,,,,,,
mcq,362,Co to jest instruktaż?,"jest najprostszą formą działalności szkoleniowo-metodycznej, stosowaną w szkoleniu dowództw, sztabów i wojsk, a szczególnie w procesie przygotowania zajęć programowych","jest najprostszą metodą działalności szkoleniowo-metodycznej, stosowaną w szkoleniu dowództw, sztabów i wojsk, a szczególnie w procesie przygotowania zajęć programowych","jest najprostszą formą działalności szkoleniowo-metodycznej, stosowaną w szkoleniu pododdziałów i żołnierzy, a szczególnie w procesie przygotowania zajęć programowych",,A,,,,,,,,,,
mcq,363,Co jest celem instruktażu?,"Upowszechnienie treści pozytywnych doświadczeń metodycznych, co w efekcie przekłada się na indywidualne przygotowanie kadry dowódczej i dydaktycznej do realizacji zadań szkoleniowych",Osiągnięcie celów szkoleniowych z zagadnień szkolenia wojskowego obejmującego określony zakres tematyczny,"Doskonalenie umiejętności metodycznych podwładnych dowódców lub instruktorów, uzgodnienie ich postępowania podczas zajęć, a także sprawdzenie przygotowania do prowadzenia szkolenia",,C,,,,,,,,,,
mcq,364,Jakie wyróżniamy metody przeprowadzenia instruktażu?,"rozkazująca, kolegialna, aktywizująca","dyrektywna, pokazowa, kolegialna","nakazowa, kolegialna, pokazowa",,B,,,,,,,,,,
mcq,365,Na czym polega zasada operatywności zgodnie z zasadami szkolenia wojskowego?,Na posługiwaniu się przez szkolonego zdobytą dotychczas wiedzą oraz wykorzystanie jej w świadomy i planowy sposób w działaniu praktycznym,"Na doborze takich treści kształcenia, metod i środków dydaktycznych, aby przyswajane umiejętności i nawyki stawały się coraz trwalsze, dokładniejsze i usystematyzowane",Na jak najbardziej realnym zbliżeniu szkolenia bojowego do rzeczywistych warunków przewidywanego pola walki,,A,,,,,,,,,,
mcq,366,W jakich formach organizacyjnych mogą być realizowane zajęcia?,"szkolenie uzupełniające, e-learning, kurs szkoleniowy, trening","szkolenie blokowe, szkolenie potokowe, szkolenie zintegrowane, szkolenie zgrywające","podróże szkoleniowe, musztra bojowa, zajęcia praktyczne, ćwiczenia taktyczne z wojskami",,B,,,,,,,,,,
mcq,367,Kto ponosi odpowiedzialność za poziom wyszkolenia bezpośrednio podległych wojsk?,szef szkolenia,szef sztabu,każdy przełożony,dowódca jednostki wojskowej,C,,,,,,,,,,
mcq,368,Kierowanie szkoleniem w Siłach Zbrojnych RP na wszystkich szczeblach dowodzenia realizowane jest w ramach funkcjonującego systemu dowodzenia zgodnie z zasadą?,Wiązania teorii z praktyką,Dowodzisz - szkolisz - odpowiadasz,świadomego i aktywnego udziału szkolonych,,B,,,,,,,,,,
mcq,369,Ile razy w ciągu roku w czasie planowania szkolenia w garnizonie uwzględnia się szkolenie w ramach Dnia gotowości mobilizacyjnej i bojowej?,raz na kwartał,raz na pół roku,raz na rok,,A,,,,,,,,,,
mcq,370,Co to jest musztra bojowa?,"specyficzna forma zajęć praktycznych stosowana w szkoleniu bojowym, zwłaszcza w taktyce. Poprzedza przejście od szkolenia indywidualnego do szkolenia w składzie pododdziału wyższego szczebla",forma szkolenia żołnierzy i pododdziałów polegająca na systematycznym ćwiczeniu czynności sensorycznych lub motorycznych dla uzyskania określonego poziomu wyszkolenia indywidualnego lub zespołowego,"podstawowa forma szkolenia bojowego wojsk w szkoleniu indywidualnym, sekcji, drużyny, załogi oraz plutonu równorzędnych","zorganizowana forma szkolenia żołnierzy specjalistów w ośrodkach, centrach szkolenia i jednostkach wojskowych",C,,,,,,,,,,
mcq,371,Co to jest System Wykorzystania Doświadczeń?,"zbiór elementów struktur, procesów, narzędzi powiązanych ze sobą wzajemnymi relacjami zapewniającymi właściwe przetwarzanie nabytych doświadczeń i umożliwiającymi ich upowszechnianie",zbiór procesów powiązanych ze sobą wzajemnymi relacjami zapewniającymi właściwe przetwarzanie nabytych doświadczeń i umożliwiającymi ich upowszechnianie,"zbiór elementów struktur, procesów, narzędzi powiązanych ze sobą wzajemnymi relacjami zapewniającymi właściwe przetwarzanie przyszłych doświadczeń",,A,,,,,,,,,,
mcq,372,Kto odpowiada za funkcjonowanie Systemu Wykorzystania Doświadczeń na danym szczeblu dowodzenia?,właściwy dowódca,każdy żołnierz,szef wydziału,,A,,,,,,,,,,
mcq,373,Ile etapów obejmuje Proces Wykorzystania Doświadczeń?,6,7,8,,A,,,,,,,,,,
mcq,374,Który etap jest pierwszy w Procesie Wykorzystania Doświadczeń?,Identyfikacja obserwacji,Rozpoznanie,Analiza,,A,,,,,,,,,,
mcq,375,Który etap jest ostatni w Procesie Wykorzystania Doświadczeń?,Upowszechnianie,Zdobywanie,Kontrola,,A,,,,,,,,,,
mcq,376,Kto ma prawo do zgłaszania obserwacji w Systemie Wykorzystania Doświadczeń?,"Wszyscy użytkownicy systemu – dowódcy, personel SWD, żołnierze i pracownicy",żołnierze wyznaczeni rozkazem organizacyjnym dowódcy,tylko personel SWD,,A,,,,,,,,,,
mcq,377,Ile faz obejmuje etap analizy w Procesie Wykorzystania Doświadczeń?,5,4,6,,A,,,,,,,,,,
mcq,378,"Jak nazywa się dokument, za pomocą którego dokonuje się zgłoszenia dokonanej obserwacji?",AZO – Arkusz Zgłoszenia Obserwacji,AUO – Arkusz Upowszechniania Obserwacji,ADO – Arkusz Dokonanej Obserwacji,,A,,,,,,,,,,
